,title_g,description_g,manufacturer_g,price_g,id_g
869,legion arena,system requirements: mac os x v10.3.9 or later 1ghz g4/g4/intel mac 256 mb ram 1 gb hd space 32 mb vram internet connection (for net play),,37.99,http://www.google.com/base/feeds/snippets/17408691567696039043
870,continuous checks for peachtree(r) complete iii for dos v. 5.0-10.0,guaranteed compatible!variety. forms and checks for all your needs in your choice of fanfolded continuous or single-sheet laser/inkjet.run easily. designed for smooth easy processing through your printer.no mess. all forms and checks use carbonless ...,,144.59,http://www.google.com/base/feeds/snippets/3763717132197727876
871,total 3d home deluxe (jewel case) (jce-th6),total 3d home deluxe (jewel case) brand: individual software mpn: jce-th6 variant name: total 3d home deluxe (jewel case),,9.59,http://www.google.com/base/feeds/snippets/13465309500499088471
872,01-ssc-5670 sonicwall cfs standard edition for sonicwall pro 4100 - subscription license ( 1,sonicwall 01-ssc-5670 : usually ships in 24 hours : : more and more businesses schools government agencies and libraries are connecting to the internet to meet their organizational and educational goals.,,857.38,http://www.google.com/base/feeds/snippets/13733941457425508916
873,component software: beyond object-oriented programming by clemens szyperski,there has been an explosive growth in component software technologies since the first edition of this classic book was published. the advent of ejb j2ee corba 3 com+ and the .net framework are evidence of a maturing market in component software ...,,59.99,http://www.google.com/base/feeds/snippets/10658591821888666398
874,711-00011 microsoft entertainment pack - ( v. 2.0 ) - complete package - 1 user - pc - cd,microsoft 711-00011 : usually ships in 24 hours : : the microsoft entertainment pack for windows ce includes ten games that you can play against your computer or against an opponent with another handheld pc through the handheld pc's built-in ...,,23.57,http://www.google.com/base/feeds/snippets/13400964324486944178
875,ca - retail etrpp81oem30a,oem 1yr etrust pestpatrol r8.1 ed for win 30u lics product only,ca - retail,490.74,http://www.google.com/base/feeds/snippets/18391701831468573569
876,versacheck(r) 2003 personal premier,print personal-size and custom checks in a snap! include your favorite clip art or scenery across your entire check! print checks to be filled out by hand or to use with quicken quickbooks and money. new features include express check designer for ...,,29.99,http://www.google.com/base/feeds/snippets/13936651598678930053
877,activision 75283 shrek smash n crash gc 047875752832,activision 75283 shrek smash n crash gc 047875752832,,15.9,http://www.google.com/base/feeds/snippets/18444479258236771278
878,season ticket football 2003,experience the power of football ownership! designed to stimulate and challenge your mind season ticket football is the winning touchdown of football simulation games. put yourself in the coach's shoes as you lead your team to victory. no matter ...,,9.95,http://www.google.com/base/feeds/snippets/13369356481632433699
879,student dictionary,expand your vocabulary while you increase your comprehension with snap! student dictionary. with its expansive database and effective use of graphics it is high-definition reference software for home and school!,,8.95,http://www.google.com/base/feeds/snippets/11229615230253736545
880,epson s020089 compatible color ink cartridge,use coupon code gb5off for $5 off $20 purchase. high quality generic inkjet cartridge for the following printers: compatible with: epson stylus color 400 / 600 / 800 / 800n / 800ne / 850 / 850n / 850ne / 1520 quality and satisfaction guaranteed! ...,,2.99,http://www.google.com/base/feeds/snippets/18427513736767114578
881,01-ssc-6740 sonicwall email protection subscription - subscription license ( 2 years ) + sof,sonicwall 01-ssc-6740 : usually ships in 24 hours : : high performance: using its unique pre-emptive scanning mail transfer agent (mta) sonicwall email security offers breakthrough message analysis.,,771.92,http://www.google.com/base/feeds/snippets/12886302507737520864
882,laurence juber homespun video adventures in fingerstyle guitar - video one,this challenging 70 min. session will propel your playing to new heights and open your ears to a myriad of possibilities for solo guitar. juber has played guitar for paul mccartney's wings as well as for tv and film soundtracks.,,22.13,http://www.google.com/base/feeds/snippets/17039169322199524210
883,encore software 11141 - fate sb cs by wild games,encore software 11141 : encore software fate sb cs by wild games - 11141,,17.97,http://www.google.com/base/feeds/snippets/826668451451666270
884,ce software 4501eu01up40 quickeys 5.0 upgrade from 4.0,the only automation tool you'll ever need! quickeys redefines the way you use your mac by automating any routine or repetitive task. this robust macro-utility offers flexible yet powerful tools that make your computer work the way you want. record ...,ce software,35.95,http://www.google.com/base/feeds/snippets/10950320145415881131
885,abbyy fine reader 5.0 pro mac,by abbyy usa,,128.95,http://www.google.com/base/feeds/snippets/14238150185180354515
886,net jet game system for pc,unlock your own online arcade with this easy-to-use controller! plug the net jet controller into the usb port of your pc (not included). insert the demo key (included) into your controller and youll be connected to all kinds of online games! unlock ...,,24.99,http://www.google.com/base/feeds/snippets/6422831270172248276
887,clifford the big red dog - reading pack,pbs' famous scarlet hound gives pause to teach kids aged 46 vocabulary skills in clifford: the big red dog phonics. taking place at a carnival clifford and his friends will guide children through 12 activities and carnival games that teach phonics ...,,19.95,http://www.google.com/base/feeds/snippets/11142346570518392535
888,encore software 10871 - family tree maker version 16 deluxe sb cs by family tree maker,encore software 10871 : encore software family tree maker version 16 deluxe sb cs by family tree maker - 10871,,57.97,http://www.google.com/base/feeds/snippets/12644706112820906522
889,south park chef's luv shack,compete with your friends in dozens of mini-games that test your south park gaming skills! it features dozens of incredibly fun mini-games!,,6.95,http://www.google.com/base/feeds/snippets/11648097795915093399
890,mike garson yamaha james taylor james taylor - sweet baby james - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,14.86,http://www.google.com/base/feeds/snippets/17208358695006589829
891,vbc-00002 microsoft softgrid for terminal services - ( v. 4.1 ) - license - 20 user cals -,microsoft vbc-00002 : usually ships in 24 hours : : server growth is a costly issue for organizations that rely on terminal services.,,419.8,http://www.google.com/base/feeds/snippets/13208273980315159349
892,black magic woman and other songs recorded by santana,(for xg-compatible modules). pianosoft. yamaha software for the disklavier. with disk. 5x5.5 inches. published by yamaha. one of the leading latin rockers guitarist extraordinaire carlos santana has enjoyed great musical success for many decades: ...,,34.95,http://www.google.com/base/feeds/snippets/18355217504558952548
893,01-ssc-6993 sonicwall client/server anti-virus suite - subscription license ( 3 years ) - 50,sonicwall 01-ssc-6993 : usually ships in 24 hours : : sonicwall client/server anti-virus suite leverages the award-winning mcafee netshield and groupshield applications for networks with windows -based file print and exchange servers.,,3992.98,http://www.google.com/base/feeds/snippets/13464833788774660263
894,peer reviews in software: a practical guide by karl eugene wiegers,i will tell my friends and other folks in quality assurance and process management roles to run (don't walk) and buy peer reviews in software. in fact my organization could use this book right now. --brad appleton karl's writing is nicely ...,,44.54,http://www.google.com/base/feeds/snippets/11556150829068867516
895,david kreisberg yamaha the fantasticks - original broadway cast - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,18.5,http://www.google.com/base/feeds/snippets/16741046705400224203
896,sony creative software sound forge audio studio v.8.0 complete product,ecost.com: sony creative software sound forge audio studio v.8.0 - complete product - music editing/composing - 1 user - complete product - standard - pc from the graphics & development software department,,55.29,http://www.google.com/base/feeds/snippets/10620720227652938239
897,emc securid appl mnt - ent/ ext 23mo per u 5005-7500 - app0007500ee23,,,23.0,http://www.google.com/base/feeds/snippets/18381794374897985539
898,emc reinstate fee 250u base svr - reinstate-b-250,,,2660.0,http://www.google.com/base/feeds/snippets/18384167455827711983
899,applied statistics for software managers by katrina maxwell 9780130417893,the easy complete guide to statistical methods for software project management and process improvement.use statistics to maximize software process qualityget results without extensive mathematical experiencelearn from detailed case studies how to ...,,54.99,http://www.google.com/base/feeds/snippets/6998349779507710570
900,05090 registry repair 2005 - complete package - 1 user - cd - win,stompsoft 05090 : usually ships in 24 hours : in stock : registry repair is designed to clean and keep your windows registry in excellent working condition so that your system operates at peak performance.,,24.59,http://www.google.com/base/feeds/snippets/12789023770964880472
901,yamaha eagles - hotel california - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,14.86,http://www.google.com/base/feeds/snippets/17811392338001408736
902,crystal reports xi developer edition - business objects - w-1rd-e-wx-00,crystal reports can help you create flexible high-fidelity reportsand tightly integrate them into applications. learn how thefollowing groups of features make it a world standard forenterprise reporting. crystal reports allows developers to ...,,600.045,http://www.google.com/base/feeds/snippets/18385107380613832555
903,csdc iremember digital scrapbooking 2.0,easily create scrapbooks to preserve memories for your family with iremember. drag and drop pictures from iphoto then crop resize and arrange them on your page.,,35.99,http://www.google.com/base/feeds/snippets/16709319501877103249
904,peachtree(r) complete iii,guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...,,199.99,http://www.google.com/base/feeds/snippets/2765643656625385578
905,freeverse software 5003 bumpercar 2.0 mac web browser,the mac os x web browser just for kids. offering unparalleled content-control & customization features bumpercar is the most powerful web browser for concerned educators & parents on the macintosh. keep your kids safe while they surf the net! ...,freeverse software,28.99,http://www.google.com/base/feeds/snippets/10698225613963200917
906,808-1v500-mk-us directory and resource administrator - ( v. 5.0 ) - media - win - english - unit,netiq 808-1v500-mk-us : usually ships in 24 hours : : netiq directory and resource administrator provides highly secure and automated administration of windows nt 4 and windows 2000/active directory environments.,,75.48,http://www.google.com/base/feeds/snippets/13600077751524133540
907,quarkcopydesk ( v. 3.5 ) - version upgrade license,quarkcopydesk - ( v. 3.5 ) - version upgrade license - 1 user - upgrade from 2.2 - mac,,56.77,http://www.google.com/base/feeds/snippets/18428648267001002311
908,symantec media n18648h,media kit storage foundation basic lnx v4.1 cpu vol-4 file sys-4,symantec media,37.37,http://www.google.com/base/feeds/snippets/18355055433004468021
909,novell identity manager integration module for mainframe for 900 series mvs - (,mainframe 1inst lic + 1yr mnt vlal9,,90108.95,http://www.google.com/base/feeds/snippets/4275522505692124554
910,abacus software s482 scenic railway add-on for pc,the scenic railway operates out of capital city - not far from where you live. the scenic railway operates out of capital city - not far from where you live. in the downtown yard youll lash up the muscular sd 40s while the yardmaster gets your ...,abacus software,24.99,http://www.google.com/base/feeds/snippets/13494199552150418325
911,rory block homespun video the guitar of rory block - video two,rory reveals her 'secret tuning ' teaches her own brand of percussive right-hand strumming details her favorite techniques and gives important advice about songwriting. this lesson will help players develop style and enhance arrangements of any ...,,29.4,http://www.google.com/base/feeds/snippets/16703007512291014124
912,individual software professor teaches excel and word,professor teaches excel and word,,42.99,http://www.google.com/base/feeds/snippets/13017887935047670097
913,emc deployment mgr per/u 40001-50000u - webexp-50000,,,80382.0,http://www.google.com/base/feeds/snippets/14046264883932797509
914,check point eventia analyzer 100 devices - cpmp-eva-100,,,59177.0,http://www.google.com/base/feeds/snippets/16956549603239486399
915,scansoft pdf converter 4,scansoft pdf converter 4 instantly turns pdf files into fully formatted documents forms and spreadsheets plus it converts pdf files into documents that look exactly like the original--complete with all the formatting and graphics!,,37.95,http://www.google.com/base/feeds/snippets/12411157260503394365
916,borland cpb0007wwfs190 c++builder 2007 pro dvd new user,c++builder 2007 pro dvd new user,,866.31,http://www.google.com/base/feeds/snippets/18387914796612978278
917,peachtree(r) pro accounting 2007,peachtree pro accounting 2007 is an intermediate-level solution for small businesses that want solid core accounting. its features include general ledger accounts payable and receivable inventory payroll? and more than 100 customizable reports ...,,169.99,http://www.google.com/base/feeds/snippets/17199343428206068180
918,garfield 2nd grade - reading and phonics,garfield - it's all about reading & phonics 2nd grade - explore & learn with garfield the world's favorite cat. this self-paced adventure includes 25 reading & phonics activities that will provide children ages 6 to 7 with hours of fun & learning. ...,,5.5,http://www.google.com/base/feeds/snippets/18402597692930439041
919,01-ssc-6959 sonicwall enforced client anti-virus and anti-spyware - subscription license ( 2,sonicwall 01-ssc-6959 : usually ships in 24 hours : : sonicwall enforced client anti-virus and anti-spyware delivers enforced and auto-updated desktop protection through automatic system-wide updates of virus definitions eliminating the need for ...,,10693.51,http://www.google.com/base/feeds/snippets/13656453846025266476
920,printmaster platinum 16,if you?ve got a passion for creative self-expression you?ll find endless inspiration in this sophisticated easy-to-use program. enjoy all of the great features you expect from printmaster plus brilliant new upgrades that make personal creativity ...,,19.95,http://www.google.com/base/feeds/snippets/12794387524239668290
921,encyclopedia of our living oceans,this comprehensive resource includes articles on the history of oceanography marine biodiversity and the unique plants and animals that inhabit two-thirds of the planet. the oceans come alive with videos photos text and interviews with marine ...,,8.95,http://www.google.com/base/feeds/snippets/11305609082663670615
922,microsoft molpc isa svr ent ed 2006 25cpu lic 200pt - f89-01407,,,65644.0,http://www.google.com/base/feeds/snippets/15463023861103191894
923,sup-040c synet pc sharing kit - w/ usb cable 5.18 m complete package - 1 user - win,nics electronics sup-040c : usually ships in 24 hours : : user traditionally had to purchase a costly router and configure network settings or alternate the existing internet line between computers which is inconvenient and forces users to ...,,26.59,http://www.google.com/base/feeds/snippets/13081002640817971957
924,resumemaker(r) professional ultimate,resumemaker professional ultimate is a complete advanced job-search program designed to ensure you will land a career you will enjoy. it includes a 5-step executive program starting with career planning and assessment and moving through launching a ...,,39.99,http://www.google.com/base/feeds/snippets/17109232825301524668
925,32179 kid pix deluxe home edition - ( v. 4 ) - complete package - 1 user - cd - win m,encore software 32179 : usually ships in 24 hours : in stock : kid pix deluxe 4 home edition has all the creative functionality one would expect from selecting from an array of art mediums (paint watercolor airbrush pencil crayon marker chalk ...,,14.51,http://www.google.com/base/feeds/snippets/13001789792488946718
926,peachtree(r) complete iii,guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...,,199.99,http://www.google.com/base/feeds/snippets/5240409242519114973
927,microsoft windows server 2003 terminal server cals 20-pack (per device),20-pack of additional windows server 2003 terminal server client access licenses (cals). these cals are licensed per device allowing multiple users on the same workstation to use one cal.,,2429.99,http://www.google.com/base/feeds/snippets/15741947924555439129
928,microsoft ov l/sa win comp clst ed 1yr/acqy3 add prd - 73l-00098,,,369.0,http://www.google.com/base/feeds/snippets/18388974833352339730
929,tank battle,enemy tanks have broken the lines and captured a city of strategic importance. your mission as an anti-tank cannon commander is to repel the occupiers and reclaim the city! the freedom of the city and all of its inhabitants depends on you!,,8.95,http://www.google.com/base/feeds/snippets/11644373176556982932
930,adobe indesign cs3 for mac academic,system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 256mb ram (512mb recommended) 1.6gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card dvd-rom drive ...,,192.99,http://www.google.com/base/feeds/snippets/12910379210003509266
931,j8990a hp procurve mobility manager - ( v. 1.0 ) - license and media - 1 user - win,hp j8990a : usually ships in 24 hours : in stock : information technology professionals rely on hp quality to ensure maximum productivity.,,1525.72,http://www.google.com/base/feeds/snippets/12869711266937040334
932,quickbooks(r),professional and impressive!imprinted with your business name and address!guaranteed compatible with your quickbooks(r) and quickbooks for windows(r) software.neat and clean. no carbon to touch. runs easily and smoothly through your printer without ...,,178.99,http://www.google.com/base/feeds/snippets/6045602586633351528
933,marine aquarium & goldfish screen saver by encore software,buy.com: marine aquarium & goldfish screen saver by encore software from the general utility software department,,19.99,http://www.google.com/base/feeds/snippets/8283450521159112077
934,01-ssc-7520 sonicwall email anti-virus mcafee and sonicwall time zero - subscription license,sonicwall 01-ssc-7520 : usually ships in 24 hours : : sonicwall provides multi-layer defense against viruses.,,1306.68,http://www.google.com/base/feeds/snippets/13639036099727568054
935,xbox 360: forza motorsport 2,forza motorsport 2 the sequel to microsoft game studiosaward-winning fully customizable driving simulator forza motorsport speeds its way onto xbox 360 this holiday. with authentic simulation physics bone-jarring damage photo-realistic graphics ...,,59.99,http://www.google.com/base/feeds/snippets/15553622880152479770
936,backyard sports: baseball 2007 for pc,backyard baseball 2007 is the number one baseball video game for kids! take the field with national league mvp albert puljos and other mlb superstars as kids in backyard baseball 2007 the fifth version of the best selling kids baseball video game ...,,19.99,http://www.google.com/base/feeds/snippets/14130771147505120755
937,j4300-ipsec-ltu juniper networks ipsec license for j4300 - license - 1 device,juniper networks j4300-ipsec-ltu : usually ships in 24 hours : : juniper networks transforms the business of networking.,,840.0,http://www.google.com/base/feeds/snippets/13742881457437494471
938,peachtree(r) compatible laser forms-windows 8.0-2004 version,compatible with peachtree(r) accounting for windows 8.0-2004.laser form size: 8 1/2in. x 11in..,,103.99,http://www.google.com/base/feeds/snippets/14962646342023468844
939,reader rabbit playtime for baby & toddler,discovery the happy and colorful world of reader rabbit with your child!,,9.9,http://www.google.com/base/feeds/snippets/12349466713769759720
940,photostamps(r) business edition,photostamps business edition lets you transform your full-color logo product photos or ad campaigns into real us postage. it is an effective new way to promote your business. whether for direct marketing or regular mail photostamps business ...,,49.99,http://www.google.com/base/feeds/snippets/15225033550813138835
941,cisco pgw2200 include redundant,ac v210 9.6.1sw 3000 call cntrl rtu,,159787.95,http://www.google.com/base/feeds/snippets/11061216145898713179
942,emc insignia retrospect workgroup 6,click here to download the pdf datasheet. system requirements: backup system requirements for retrospect server mac os 9 mac os x or mac os x server 10.1.5 or later* 256 mb of ram (512 mb recommended) hard disk with at least 200 mb free network ...,,349.99,http://www.google.com/base/feeds/snippets/11228461516942140483
943,usoa289 iris readiris pro - ( v. 11 ) - complete package - 1 user - win,iris group usoa289 : usually ships in 24 hours : in stock : readiris pro 11 the most advanced ocr software for mac quickly and easily transforms your paper documents into electronic files you can edit into your favorite application.,,110.07,http://www.google.com/base/feeds/snippets/13086087912501926764
944,daceasy(tm) compatible laser forms,compatible with daceasy(tm) versions 4.0-4.2.form size: 8 1/2in. x 11in..,,103.99,http://www.google.com/base/feeds/snippets/893667690035896667
945,software requirements specification design and implementation 9780849319921,software specification and design: an engineering approach proposes a strategy for software development that emphasizes measurement. it promotes the measurement of every aspect of the software environment from initial testing through test activity ...,,79.95,http://www.google.com/base/feeds/snippets/6876039072181585655
946,getting results from software development teams,learn best practices for software development project management. from the author's extensive research and management expertise this book delivers pragmatic examples and principles that you can apply to help complete projects on time and on budget. ...,,27.35,http://www.google.com/base/feeds/snippets/5401125560950308865
947,storageworks secure path 3.0d for hp-ux workgroup edition - 50 licenses,secure path is multi-path high availability software that manages and maintains continuous data access to hp storage systems enabling no-single-pointof-failure (nspof) from server to storage. secure path is host-resident software that monitors the ...,,68402.75,http://www.google.com/base/feeds/snippets/9240459504323132619
948,magix pictures to cd & dvd,overview get a grip on all those vacation snaps landscape shots family and birthday photos and images from the internet that are accumulating each year. burn them on cd-rom or dvd and enjoy them on your tv or pc as a sensational slide show. the ...,,14.9,http://www.google.com/base/feeds/snippets/5569496476921032124
949,ccl-4096 raritan commandcenter secure gateway appliance - license - 4096 additional nodes,raritan computer ccl-4096 : usually ships in 24 hours : : commandcenter secure gateway (cc secure gateway) is a management appliance that provides unified secure browser-based access to kvm serial and power control devices in data centers.,,21823.11,http://www.google.com/base/feeds/snippets/13346228860959821809
950,avery c32096 quick & clean business cards manufactured from 250gsm linen...,design and print your own business cards for a professional image and presentationsimply add graphics and print. no perforations mean your cards have professional smooth edges which simply click apartdownload templates and print,,14.505,http://www.google.com/base/feeds/snippets/4390089086147371115
951,the engineering of software: a technical guide for the individual by dick hamlet,in this book the authors provide an introduction to the essential activities involved in a software engineering project. readers will come to understand technical skills in requirements/specification analysis design/implementation and testing. ...,,100.6,http://www.google.com/base/feeds/snippets/12725486917153779795
952,photo explosion deluxe 3.0 nova,key features: size crop and repair organize photos add frames and borders create calendars and scrapbooks ...,,49.99,http://www.google.com/base/feeds/snippets/13221664962106693367
953,1950824l1 technical support - maintenance - 1 year - english,adtran 1950824l1 : usually ships in 24 hours : : protect your investment by receiving professional support.,,401.18,http://www.google.com/base/feeds/snippets/13313696601642782749
954,encore software 12421 - adventure workshop 8 1st-3rd,encore software 12421 : encore software adventure workshop 8 1st-3rd - 12421,,17.97,http://www.google.com/base/feeds/snippets/10225446033682010691
955,elibrium webshop platinum,web shop platinum lets you easily create manage and publish your e-commerce site. includes everything necessary to successfully sell over the internet. perfect for small businesses wanting to sell their products over the web.,,77.33,http://www.google.com/base/feeds/snippets/15968024348116246841
956,abacus software s546 usa extreme landscapes for fs2004 and fs2002 - 3cd set,the beauty of microsoft flight simulator is the boundless geographic places you can visit. you can just as easily fly over the vast unexplored desert or the rugged remote wilderness. the beauty of microsoft flight simulator is the boundless ...,abacus software,28.99,http://www.google.com/base/feeds/snippets/18360228849433322937
957,1000pk multi pack instant pdf 4.0,,,63359.99,http://www.google.com/base/feeds/snippets/14347880363069818371
958,abacus software s482 scenic railway add-on for pc,the scenic railway operates out of capital city - not far from where you live. the scenic railway operates out of capital city - not far from where you live. in the downtown yard youll lash up the muscular sd 40s while the yardmaster gets your ...,abacus software,24.99,http://www.google.com/base/feeds/snippets/9151007302859732474
959,thinkin' things toony the loon's lagoon,playful games for growing brains! swing into this lush jungle lagoon for learning play that lasts and lasts! tune up your memory with toony's xylophone jungle jive or oranga banga's musical antics match just the right fripple guide to each lagoon ...,,8.95,http://www.google.com/base/feeds/snippets/11211402751044355414
960,mighty math number heroes,mighty math number heroes teaches your 3rd 4th 5th or 6th grader the concepts facts and thinking skills necessary to build math confidence and develop a strong lasting understanding of math!,,9.95,http://www.google.com/base/feeds/snippets/10898705926445837951
961,microsoft(r) office standard 2007,quickly and easily manage your schedule and get things done at home or in the office with microsoft office standard 2007. an all-new streamlined interface plus enhanced picture charting and graphics tools make it simple to create great-looking ...,,399.99,http://www.google.com/base/feeds/snippets/15762572854796538007
962,encore software 13851 - tlc blues clues preschool learning system 2008,encore software 13851 : encore software tlc blues clues preschool learning system 2008 - 13851,,17.97,http://www.google.com/base/feeds/snippets/8179254028288712108
963,avery c32016 quick & clean business cards 220gsm card for use with colour...,design and print your own business cards simply add graphics and print from your desktop.smooth edges with no perforations for a high quality finish and no card curl after separation,,26.985,http://www.google.com/base/feeds/snippets/15444696511119248453
964,hgw hallmark card studio 2005 deluxe - complete package - 1 user - cd - win,vivendi universal hgw : usually ships in 24 hours : in stock : hallmark card studio deluxe is the 1 brand of greeting card software.,,47.43,http://www.google.com/base/feeds/snippets/12915288491450303613
965,perfect label maker,a user-friendly label publishing application to easily design and print custom labels for mailing media and office. quick start with 200 predesigned category-sorted wizard-driven templates. includes over 10000 clip art images 250 avery & ...,,19.99,http://www.google.com/base/feeds/snippets/17326984304709528876
966,abacus software ss69 corporate pilot 2,flight simulation corporate pilot 2. ss69 abacus software,abacus software,28.99,http://www.google.com/base/feeds/snippets/10630877480428238646
967,hallmark card studio 2004,fast easy and fun! create custom hallmark cards and projects in minutes using hallmark exclusive sentiments and fonts. create personal calendars for daily weekly monthly and annual use. you can also make stickers personalized certificates ...,,29.97,http://www.google.com/base/feeds/snippets/16777357826655096085
968,sos aggregation company shrink my tunes - z group,a simple and small 1mb software download for pcs that significantly reduces the size of mp3 files by up to 4 times. a music file that is normally 5mb will be reduced to 1.25mb. using unique compression techniques developed by nasa this revolutionary ...,,31.57,http://www.google.com/base/feeds/snippets/17763201391867148545
969,e17883d symantec backup exec for netware servers open file option - ( v. 9.2 ) - complet,symantec e17883d : usually ships in 24 hours : : the backup exec for netware servers open file option enhances file protection by ensuring that every file on a netware 4.,,460.7,http://www.google.com/base/feeds/snippets/13418282797107400719
970,ubi soft myst v: end of ages limited edition,mac® system requirements: supported os: os x® 10.2.8 or higher 10.3.9 recommended processor: 1 ghz g4 (1.6 ghz g4 or higher recommended) ram: 256 mb (512 mb recommended) video card: 32 mb video card supporting 32-bit color (see supported list*) ...,,59.99,http://www.google.com/base/feeds/snippets/12845828276850775134
971,photoshow deluxe,photoshow deluxe makes it easy to turn ordinary photos into dynamic multimedia slide shows complete with captions embellishments and music. it lets you preserve and share the magic of family gatherings vacation adventures special celebrations ...,,39.92,http://www.google.com/base/feeds/snippets/14503971882109696249
972,borland tdb1310wwss180 academic turbo delphi 2006 professional-cd 0728663119616,borland tdb1310wwss180 academic turbo delphi 2006 professional-cd 0728663119616,,69.34,http://www.google.com/base/feeds/snippets/18402287633689773505
973,clifford the big red dog - thinking adventures,children direct this skill-building journey through clifford's neighborhood looking for ways to make his party big fun! kids are presented with challenges that require them to use their problem solving skills to complete various steps. the ...,,8.95,http://www.google.com/base/feeds/snippets/12306142837405920435
974,microsoft(r) excel 2007,microsoft excel 2007 is a powerful tool to create and format spreadsheets and analyze and share information. it offers a new improved user interface to let you easily create and format spreadsheets and charts in fewer clicks.this new version of ...,,109.99,http://www.google.com/base/feeds/snippets/16012614980599950455
975,jim beloff homespun the joy of uke - vol. 1 & 2 dvd set,both dvds in one great collection!,,36.67,http://www.google.com/base/feeds/snippets/17451301461573072974
976,29270077 adobe creative suite 3 web standard - product upgrade package - 1 user - upgrade,adobe systems 29270077 : usually ships in 24 hours : in stock : adobe creative suite 3 web standard software is the basic toolkit for web designers and developers.,,843.15,http://www.google.com/base/feeds/snippets/13663736690242275539
977,bruce molsky homespun video southern old-time fiddle tour - dvd,one of today's most popular fiddlers takes students on an instructional tour of traditional playing region by region. he teaches six fiddle tunes each from a different geographical area of the us. for inspiration bruce draws on historic ...,,22.13,http://www.google.com/base/feeds/snippets/16993013358619624264
978,time money & fractions grades 1-2 workbook & cd-rom,learning about time money and fractions can be challenging for many children. the detailed instructions and clear examples in this time money & fractions workbook will build your child's confidence and understanding.,,12.99,http://www.google.com/base/feeds/snippets/18423703065025887231
979,symantec 10517904 - client security v.3.1 business pack - complete product - internet security - 50 user(s) - complete product - standard - pc- free shipping,symantec 10517904 : symantec client security business packs proactively protect your business from viruses spyware and hackers. the antivirus and client firewall operate together to eliminate malicious code and block online intrusions. integrated ...,,1895.97,http://www.google.com/base/feeds/snippets/18434800306472435486
980,peachtree(r) complete iii,guaranteed to work with peachtree(r) complete iii for windows(r)!statements. get your customers to pay promptly.invoices. plenty of room for describing and listing products/services and amounts.multipurpose forms. hundreds of uses. ideal for ...,,178.99,http://www.google.com/base/feeds/snippets/7173652045088502310
981,nintendo gamecube: disney pixars cars,race to the finish line as you live all the fun and excitement of the next walt disney pictures presentation of a pixar animation studios film cars. play as all your favorite characters as you help lightening mcqueen capture the coveted piston cup ...,,19.99,http://www.google.com/base/feeds/snippets/16522289889155024983
982,marty stuart yamaha the best of marty stuart: the millennium collection - smart pianosoft,this innovative software series enables your disklavier mark iii piano to perform with the world's most popular cds! using yamaha's pianosmart technology this companion diskette will magically empower your disklavier mark iii to accompany the ...,,14.86,http://www.google.com/base/feeds/snippets/16729104962838311978
983,i spy spooky mansion deluxe i spy book and mini-cd,kid's discover a collection of intriguing picture riddles and games while locked inside a dark mysterious house. reveal hundreds of hidden objects and thrilling secrets as you uncover three different and surprising ways out. brain-building games ...,,17.9,http://www.google.com/base/feeds/snippets/8450146198376587437
984,bm02jml ibm websphere host integration solution for intranet for iseries - ( v. 4.1 ) -,ibm bm02jml : usually ships in 24 hours : : the ability to support and effectively use intranets extranets and the internet is paramount for competitive delivery of your company's goods services and information.,,307.42,http://www.google.com/base/feeds/snippets/13416765321533244658
985,daceasy(tm) 4.0-4.2 compatible continuous inventory invoices,compatible with daceasy(tm) versions 4.0-4.2.form size: 9 1/2in. x 7in..,,241.99,http://www.google.com/base/feeds/snippets/5556033529588048896
986,emc auth mgr mnt entupg/std 18m per/u 50005-100000u - aut0100000us18,,,13.0,http://www.google.com/base/feeds/snippets/18404182549514426939
987,bodyworks 6.0 25-user building site license,this comprehensive program covers everything! you'll get to explore inside the heart the hair on your head the nerves in your toes every bone every organ and every system in your body. the powerful search functions and educational activities ...,,89.95,http://www.google.com/base/feeds/snippets/9454895680807991662
988,vitec multimedia dvd toolbox-2 toolbox2 software authoring software,dvd toolbox-2 software this dvd toolbox by vitec is a complete and powerful production kit giving you the tools necessary to produce top-quality dvds. not just for home videos dvd toolbox can be used for corporate presentations language labs medical ...,,394.95,http://www.google.com/base/feeds/snippets/12339898966206497489
